client_id,days_since_prev,contacts_before,outcome_id
34559,281,8,1
34560,351,1,1
34561,355,1,1
34566,341,7,1
34568,272,2,1
34577,166,2,1
34582,285,1,1
34583,47,11,2
34585,165,4,1
34586,334,2,1
34588,365,2,1
34596,295,3,1
34601,256,9,1
34603,165,4,1
34606,280,2,1
34609,300,1,1
34613,337,4,3
34614,342,1,2
34616,347,1,1
34617,344,1,1
34619,294,4,2
34620,337,1,1
34623,287,1,1
34624,342,1,3
34625,168,4,1
34628,362,9,1
34631,167,6,2
34633,343,3,1
34640,265,2,1
34644,336,1,2
34647,342,2,1
34648,278,3,1
34651,168,2,2
34652,278,5,1
34654,259,2,1
34655,350,2,1
34658,165,5,2
34659,165,5,1
34660,361,3,2
34663,167,1,1
34664,288,2,2
34665,342,2,1
34667,347,1,1
34670,341,3,1
34671,286,6,1
34675,344,1,2
34677,344,2,1
34678,166,15,1
34679,363,3,1
34680,250,3,1
34681,347,1,1
34682,337,1,2
34683,169,1,1
34688,250,4,1
34691,343,1,1
34692,278,23,2
34693,165,2,1
34695,342,1,1
34696,286,1,1
34697,166,2,1
34698,334,2,1
34699,165,5,2
34702,169,5,2
34707,340,2,1
34710,349,7,2
34713,358,5,2
34717,335,1,1
34720,350,1,1
34721,351,11,1
34723,169,3,1
34727,294,7,2
34728,343,2,1
34729,365,2,1
34730,345,2,2
34731,351,1,1
34734,167,1,1
34735,366,2,1
34738,13,12,3
34741,169,2,1
34742,170,1,1
34746,351,1,2
34747,254,5,1
34749,280,6,1
34750,363,1,2
34752,358,1,1
34753,342,1,1
34756,334,2,3
34757,351,2,1
34758,356,1,2
34759,280,3,1
34764,288,17,2
34768,336,2,1
34771,351,2,1
34775,352,3,1
34777,351,1,1
34780,273,2,1
34783,168,1,1
34788,300,1,1
34793,345,1,1
34795,364,3,1
34797,365,3,1
34798,355,2,1
34804,345,1,1
34807,365,1,1
34809,365,1,1
34810,280,2,1
34811,365,1,1
34812,289,4,1
34814,338,2,1
34815,169,2,1
34821,362,5,2
34822,359,3,1
34824,321,1,1
34826,364,1,1
34827,302,1,1
34829,281,2,1
34835,345,1,1
34836,343,4,1
34839,362,1,1
34840,351,2,1
34841,167,3,1
34842,363,3,2
34845,295,5,1
34846,167,1,3
34855,282,3,1
34857,359,3,1
34858,169,1,1
34861,167,1,1
34872,363,1,1
34873,337,1,1
34874,358,1,1
34875,272,3,1
34876,364,3,1
34877,358,2,2
34878,281,15,2
34881,272,2,1
34884,344,2,2
34885,282,4,1
34887,363,2,1
34891,342,1,1
34892,169,5,1
34894,183,1,1
34898,294,1,2
34900,288,5,3
34904,343,2,1
34910,166,1,1
34911,179,1,1
34912,254,14,2
34913,356,2,1
34914,296,2,1
34916,323,1,1
34917,350,1,1
34920,287,8,1
34921,363,1,1
34922,188,1,3
34923,170,4,1
34924,356,1,1
34925,358,1,2
34929,267,4,1
34931,350,1,2
34934,363,1,1
34938,258,2,1
34943,362,4,2
34945,254,23,2
34946,356,1,1
34951,289,1,1
34953,169,1,1
34954,166,5,1
34956,343,2,1
34957,355,1,2
34961,169,12,2
34964,169,2,1
34965,282,3,1
34966,343,1,1
34973,344,1,1
34974,167,4,1
34980,363,1,2
34982,329,9,1
34984,334,2,1
34985,315,20,2
34986,169,2,3
34987,322,3,1
34988,359,2,1
34989,363,2,1
34990,250,2,1
34992,336,2,1
34995,169,2,1
34998,334,3,2
35000,355,1,1
35001,260,3,1
35002,166,7,1
35006,170,2,1
35008,363,1,1
35011,166,3,1
35012,341,2,1
35016,344,2,1
35018,363,4,1
35019,364,1,1
35021,289,1,1
35022,279,4,1
35026,289,2,1
35028,169,3,1
35030,168,3,1
35036,299,2,1
35037,343,2,1
35038,273,4,1
35040,342,1,1
35041,250,2,1
35042,357,1,1
35043,355,1,1
35046,364,1,1
35050,344,1,1
35057,168,1,1
35058,342,2,1
35059,299,1,1
35060,363,1,1
35061,169,4,1
35063,356,4,2
35064,345,5,2
35066,345,3,2
35067,356,2,2
35068,363,2,1
35070,342,2,1
35071,356,2,1
35075,306,1,1
35076,169,3,1
35077,363,4,1
35078,169,1,1
35080,281,4,1
35081,363,1,1
35083,169,2,1
35088,355,2,1
35090,366,2,1
35093,169,2,1
35097,335,6,2
35099,355,4,1
35100,363,5,1
35101,344,2,1
35102,345,1,1
35114,344,3,1
35116,307,1,1
35118,345,2,1
35122,254,5,1
35126,167,4,1
35127,344,1,1
35133,289,5,1
35136,346,1,2
35137,169,1,1
35138,171,1,2
35140,295,5,2
35142,295,1,1
35145,266,20,2
35151,363,5,1
35156,294,1,1
35157,349,4,1
35162,167,2,1
35165,363,2,1
35170,357,1,1
35172,366,2,1
35177,345,1,1
35178,294,1,1
35181,338,1,2
35183,342,2,1
35184,258,6,1
35186,170,2,1
35189,167,2,2
35191,304,7,1
35192,344,2,1
35193,345,1,1
35194,363,1,1
35196,351,1,1
35199,335,5,2
35200,343,1,2
35201,293,1,3
35202,338,2,2
35203,356,1,1
35204,342,2,1
35205,360,2,1
35206,167,2,1
35210,336,12,2
35212,357,2,2
35213,337,2,2
35214,168,2,3
35216,357,3,2
35217,168,1,1
35221,351,1,1
35222,339,1,2
35225,293,1,1
35226,297,2,2
35231,170,3,1
35233,351,1,1
35234,349,3,1
35236,170,3,2
35238,357,2,1
35241,344,4,1
35243,357,1,1
35248,343,4,1
35250,351,1,1
35251,335,7,1
35252,167,5,1
35253,168,3,1
35254,93,1,1
35258,169,5,1
35261,170,1,1
35262,346,2,1
35263,170,1,1
35267,7,2,1
35269,342,1,1
35271,345,2,1
35274,356,2,1
35276,363,1,1
35279,337,1,3
35280,167,2,2
35281,356,3,1
35287,351,1,1
35288,318,4,1
35289,343,2,2
35290,168,1,1
35291,346,5,1
35293,359,4,1
35298,171,4,1
35299,367,1,1
35303,367,1,1
35305,357,1,1
35308,288,1,1
35311,301,1,1
35314,297,3,1
35316,358,9,2
35317,367,1,1
35321,366,1,1
35323,295,1,1
35324,322,5,2
35326,360,3,1
35329,303,1,1
35332,366,1,2
35333,345,2,1
35334,297,3,1
35335,324,2,1
35336,170,4,1
35339,300,2,1
35341,344,2,1
35343,346,2,1
35346,167,5,1
35347,345,1,2
35348,357,4,1
35349,324,2,1
35350,282,5,1
35351,353,1,1
35354,287,2,2
35358,356,11,1
35363,339,1,2
35366,338,2,1
35370,364,1,1
35371,353,2,2
35377,293,3,1
35378,366,1,2
35379,267,11,2
35384,343,2,1
35385,359,1,1
35387,359,1,1
35388,276,1,2
35398,342,2,1
35399,293,3,1
35401,366,2,1
35402,275,1,2
35404,352,1,2
35405,296,5,2
35408,349,4,1
35410,357,2,1
35412,356,1,1
35413,301,1,1
35414,177,1,3
35418,338,1,1
35420,363,2,1
35423,286,3,1
35428,171,2,1
35430,351,1,3
35431,167,4,2
35433,367,1,2
35434,168,4,2
35436,357,1,1
35437,321,3,1
35441,349,1,1
35442,357,1,1
35444,304,4,1
35445,337,6,1
35446,367,2,1
35447,358,1,1
35448,169,3,3
35449,22,2,1
35450,171,2,2
35452,360,3,1
35453,359,1,1
35454,365,1,1
35455,295,2,1
35457,367,1,1
35465,336,1,1
35467,168,1,1
35470,359,1,1
35471,342,1,1
35472,335,3,1
35473,359,3,1
35474,288,2,1
35475,349,2,1
35476,351,2,1
35477,349,1,2
35478,301,1,1
35482,283,4,1
35484,345,2,1
35488,293,5,1
35490,366,2,2
35492,330,17,1
35493,280,5,3
35505,287,3,2
35506,171,3,1
35507,349,1,2
35512,293,1,2
35514,338,2,1
35515,342,1,1
35516,353,2,2
35517,167,1,1
35519,168,3,1
35521,357,1,2
35524,17,2,1
35526,325,3,1
35529,275,2,1
35530,343,4,1
35531,342,4,2
35534,356,2,1
35535,342,2,1
35536,360,6,2
35537,349,2,1
35540,351,2,2
35542,169,1,1
35543,332,3,1
35546,293,1,2
35548,255,5,1
35549,363,2,2
35552,294,1,3
35553,349,2,2
35556,294,1,1
35557,168,1,1
35559,367,2,1
35560,288,1,2
35561,366,2,1
35562,302,1,1
35565,357,1,2
35567,323,30,1
35569,339,7,1
35570,351,1,1
35571,169,3,1
35573,358,2,1
35575,343,5,1
35588,366,2,1
35594,170,5,1
35596,286,1,2
35602,324,3,1
35614,357,1,1
35617,336,7,2
35619,360,4,1
35620,253,6,2
35621,337,1,1
35622,293,1,1
35623,324,7,2
35624,169,2,1
35627,367,3,2
35629,353,2,1
35630,358,3,1
35633,359,8,2
35638,344,2,1
35639,360,1,1
35642,170,2,1
35643,170,1,1
35646,170,3,1
35647,365,4,1
35649,358,1,2
35654,361,2,1
35655,368,1,1
35657,281,11,2
35660,42,1,2
35662,360,2,1
35664,359,5,2
35665,295,1,1
35671,360,2,1
35672,364,2,1
35674,288,6,1
35675,290,1,1
35677,368,1,1
35683,170,1,1
35684,169,2,1
35691,350,1,1
35694,368,2,1
35696,367,1,1
35698,172,1,1
35703,290,2,1
35706,358,1,1
35708,287,2,1
35709,303,1,1
35712,368,1,1
35713,283,3,1
35716,343,2,1
35717,364,5,1
35718,304,11,2
35719,170,1,1
35720,354,1,1
35722,303,1,1
35724,171,3,1
35726,353,1,1
35727,256,6,1
35733,323,6,1
35736,350,2,1
35737,172,1,1
35742,172,2,2
35743,298,3,1
35744,322,4,1
35745,302,4,1
35746,368,1,1
35749,344,1,2
35751,368,1,1
35752,263,5,1
35755,281,4,2
35757,262,2,1
35762,303,1,1
35764,170,5,1
35765,282,3,1
35768,368,2,1
35769,347,3,2
35771,347,1,1
35773,360,1,1
35775,67,2,1
35778,366,2,1
35782,340,4,2
35783,170,2,1
35785,343,3,2
35788,347,2,1
35789,287,2,1
35790,303,1,1
35791,338,1,3
35796,345,1,2
35797,368,1,2
35798,172,13,2
35800,367,3,1
35801,172,2,2
35804,350,4,1
35806,295,1,3
35810,368,1,1
35812,323,2,1
35814,326,2,3
35817,172,2,2
35818,340,1,1
35825,344,1,1
35826,308,2,1
35831,343,3,2
35833,172,5,1
35834,368,1,1
35837,367,1,3
35839,343,9,1
35840,359,3,1
35841,366,1,1
35843,361,4,1
35850,262,1,2
35856,339,2,2
35857,298,3,1
35861,172,1,1
35863,172,3,1
35864,170,1,1
35865,337,1,1
35866,340,3,1
35867,364,2,1
35868,343,3,1
35871,66,3,2
35872,350,1,1
35873,368,1,1
35874,170,5,1
35875,172,1,1
35877,353,1,2
35879,171,11,2
35884,261,4,1
35886,168,2,1
35887,170,2,1
35888,85,7,3
35889,359,2,1
35890,169,3,1
35894,350,2,1
35896,358,1,1
35897,361,8,2
35900,185,1,1
35904,344,1,1
35905,358,5,2
35906,366,1,2
35910,340,5,1
35911,338,8,2
35913,368,2,1
35918,367,1,2
35921,336,9,1
35922,303,1,1
35925,275,2,1
35927,368,2,1
35933,367,2,1
35935,298,3,1
35938,364,6,2
35939,358,11,1
35942,168,3,1
35944,252,3,1
35945,343,2,1
35947,170,3,1
35948,347,5,1
35949,360,2,1
35950,361,11,1
35952,170,3,1
35954,322,2,1
35956,298,4,1
35957,366,1,2
35958,359,3,1
35960,337,3,2
35962,343,1,2
35964,368,2,1
35965,347,1,1
35966,347,3,1
35968,359,4,1
35969,347,3,1
35973,350,2,2
35974,296,5,1
35975,367,2,1
35977,337,2,1
35978,340,2,1
35979,367,2,2
35981,354,2,1
35983,171,2,1
35984,367,2,1
35985,268,2,1
35987,312,4,1
35988,368,4,1
35989,365,3,1
35991,172,2,1
35993,347,5,2
35999,301,2,2
36002,181,1,3
36007,365,1,1
36008,358,5,1
36009,323,1,1
36016,346,6,2
36017,339,2,1
36018,353,1,2
36019,255,2,1
36020,304,2,2
36021,343,2,2
36025,175,1,1
36027,306,1,1
36028,270,7,2
36030,371,2,1
36032,370,2,2
36034,28,4,2
36035,370,4,2
36037,350,1,1
36038,171,8,1
36041,362,7,1
36046,340,2,1
36047,342,3,2
36048,349,3,2
36050,368,1,2
36054,343,2,1
36056,172,2,1
36058,343,2,1
36062,171,12,1
36064,172,11,2
36067,304,2,1
36068,278,3,1
36069,325,19,1
36073,369,2,1
36074,173,2,1
36080,306,1,1
36082,173,1,1
36084,371,1,1
36085,360,2,2
36086,271,2,3
36087,299,1,3
36088,370,1,1
36089,350,5,2
36090,96,3,1
36092,356,2,1
36094,342,9,1
36097,357,1,2
36098,350,1,1
36099,305,1,1
36101,173,1,1
36109,277,2,1
36110,370,2,1
36111,284,2,1
36114,364,5,3
36115,276,3,1
36118,356,1,1
36120,370,2,1
36121,284,29,2
36123,353,1,1
36124,284,2,1
36129,339,4,1
36130,308,4,1
36131,264,4,1
36132,265,2,1
36134,356,2,1
36135,14,8,3
36139,348,1,1
36142,370,3,1
36143,301,2,1
36146,305,1,1
36148,349,3,1
36149,350,1,1
36150,174,12,2
36152,285,2,2
36154,370,1,1
36160,370,1,1
36163,370,1,1
36165,350,1,1
36166,256,1,3
36171,343,5,1
36172,362,1,3
36173,350,1,1
36175,367,4,2
36176,367,2,1
36178,173,2,1
36179,326,5,2
36180,362,1,2
36181,349,1,1
36182,370,1,1
36183,300,2,1
36186,174,3,1
36190,370,1,2
36192,336,2,1
36194,347,1,1
36195,172,10,3
36196,259,4,1
36197,300,2,1
36199,347,1,1
36201,370,2,1
36203,350,3,2
36204,368,1,1
36205,305,9,1
36206,284,2,1
36207,266,6,1
36208,367,1,2
36210,326,2,1
36213,364,3,2
36216,367,7,1
36220,369,2,1
36223,343,2,2
36224,301,3,1
36227,350,1,1
36229,173,1,1
36232,350,4,3
36235,308,2,1
36236,369,3,2
36237,174,1,1
36244,174,1,2
36245,339,6,2
36246,349,4,1
36249,301,3,1
36250,264,3,1
36254,370,1,1
36255,369,2,1
36259,370,1,1
36260,305,1,1
36263,301,2,1
36264,356,2,1
36265,285,3,1
36266,301,3,2
36269,369,2,1
36270,304,2,2
36271,340,2,1
36272,306,1,2
36274,367,4,1
36275,367,1,1
36276,347,1,1
36277,172,1,1
36281,364,2,1
36283,333,19,2
36289,286,2,1
36290,340,2,1
36291,368,2,1
36292,367,2,1
36293,304,2,1
36298,171,6,1
36299,300,5,1
36303,363,2,1
36307,347,2,1
36309,305,1,1
36315,300,3,1
36317,341,1,2
36318,350,1,1
36319,369,1,1
36323,357,1,1
36324,360,2,1
36326,350,3,1
36329,369,2,1
36331,348,10,1
36332,343,2,1
36335,284,4,2
36336,333,17,2
36338,364,2,2
36340,336,2,1
36341,346,3,2
36344,347,1,1
36345,305,1,1
36346,287,12,1
36347,348,4,1
36349,347,1,2
36350,349,1,2
36353,364,8,1
36354,307,1,2
36356,304,2,1
36364,173,7,2
36365,361,7,1
36367,369,1,1
36369,173,5,1
36373,349,10,1
36375,370,2,1
36376,342,4,1
36383,285,5,1
36384,299,6,2
36386,301,3,1
36393,369,1,1
36395,173,1,1
36401,367,3,1
36403,305,1,3
36404,347,1,2
36406,347,1,1
36407,361,5,1
36409,353,2,1
36412,361,5,1
36413,356,1,2
36414,292,11,1
36418,348,2,1
36421,264,4,1
36427,329,2,1
36431,370,2,1
36437,277,2,1
36439,347,1,1
36440,325,1,1
36441,357,1,1
36444,300,2,2
36445,350,1,1
36446,173,7,1
36450,298,6,1
36454,173,5,1
36456,325,4,1
36458,339,2,1
36459,334,3,2
36461,356,1,1
36462,370,2,1
36467,361,1,2
36471,362,1,2
36473,371,1,2
36477,285,4,1
36478,356,1,2
36481,370,3,2
36484,350,2,1
36485,351,3,2
36487,370,2,1
36491,361,1,1
36492,347,5,2
36493,351,9,2
36494,172,4,2
36500,363,1,1
36502,175,11,2
36503,365,6,1
36504,371,1,1
36505,341,2,1
36506,288,12,1
36507,172,2,1
36508,172,2,1
36511,370,3,1
36512,343,4,1
36515,176,1,1
36518,350,9,1
36524,292,1,2
36528,277,2,1
36531,330,11,2
36535,370,1,1
36538,351,1,1
36539,350,5,1
36540,357,1,1
36542,309,3,1
36543,370,3,1
36548,358,2,2
36551,350,1,1
36552,175,2,1
36556,361,1,1
36557,354,5,1
36560,306,1,1
36561,371,1,1
36562,344,1,3
36563,351,3,1
36564,306,1,1
36567,357,1,1
36571,326,1,2
36572,260,5,2
36573,172,4,3
36581,349,2,1
36582,370,1,1
36585,371,2,1
36586,175,1,1
36590,363,1,1
36591,370,1,2
36593,295,6,1
36597,258,18,2
36601,175,3,2
36603,364,11,1
36607,342,15,2
36608,347,2,1
36610,349,3,2
36615,369,2,1
36617,271,4,1
36619,356,1,1
36621,173,1,2
36622,371,1,2
36624,173,2,1
36628,363,1,3
36629,288,3,1
36632,370,1,1
36635,354,2,1
36640,347,5,1
36641,175,2,2
36647,363,1,1
36648,349,4,1
36649,326,10,1
36651,306,1,1
36657,301,3,1
36658,344,12,1
36659,309,6,1
36663,351,4,2
36664,351,2,1
36666,258,4,1
36669,329,2,1
36671,370,2,1
36672,357,1,1
36675,364,3,1
36677,342,4,1
36679,370,1,2
36680,361,1,2
36681,292,3,1
36686,172,5,1
36687,301,3,2
36694,308,1,1
36696,354,1,1
36697,285,2,1
36699,368,4,1
36701,326,5,1
36702,349,1,1
36706,85,2,3
36709,369,3,1
36710,175,1,1
36713,285,30,2
36714,362,1,2
36715,286,4,1
36719,369,3,1
36721,342,3,1
36725,327,9,2
36727,364,3,1
36729,357,4,1
36733,298,5,1
36734,364,1,1
36737,301,1,2
36738,370,1,1
36739,301,2,1
36740,361,2,2
36743,172,3,1
36745,368,2,1
36746,365,2,2
36748,369,4,1
36751,369,3,1
36753,306,4,3
36754,361,4,1
36755,350,1,1
36757,300,1,3
36760,294,5,1
36761,173,1,3
36764,342,1,1
36772,173,1,1
36774,343,1,2
36775,350,2,1
36776,175,4,1
36781,347,5,1
36785,369,2,1
36787,356,1,1
36788,347,6,1
36789,349,4,1
36790,357,1,1
36791,258,3,1
36794,369,1,1
36796,350,1,1
36798,363,1,1
36799,363,2,3
36801,175,2,1
36802,274,6,2
36804,368,2,1
36808,365,2,1
36810,361,1,3
36813,174,2,1
36818,343,1,2
36819,351,7,2
36823,370,1,1
36827,342,4,2
36828,348,1,1
36831,350,1,1
36832,369,1,1
36833,362,8,2
36835,328,22,2
36836,263,11,3
36837,357,3,1
36841,309,5,1
36842,330,3,2
36846,286,1,2
36847,175,2,1
36849,371,1,1
36850,344,1,1
36851,350,2,1
36852,350,7,1
36853,350,1,1
36854,286,2,1
36855,357,2,1
36857,357,1,1
36862,174,3,1
36869,357,4,1
36871,370,1,1
36875,300,1,1
36876,365,2,1
36881,259,3,2
36883,71,3,1
36885,357,3,1
36888,335,3,1
36891,299,10,1
36892,350,2,1
36895,344,3,2
36908,287,13,3
36909,278,2,2
36910,174,1,1
36911,334,2,1
36912,369,2,2
36914,369,5,1
36915,357,7,1
36916,329,6,1
36917,351,3,2
36918,172,4,2
36920,337,6,1
36921,347,2,1
36924,369,2,1
36927,278,4,1
36928,330,2,2
36930,371,2,1
36934,351,1,1
36935,354,3,2
36940,278,7,1
36943,172,4,1
36944,361,2,1
36945,344,8,2
36949,342,16,1
36951,328,13,1
36953,287,8,1
36955,356,2,1
36956,364,1,1
36959,369,3,1
36962,363,1,2
36965,307,1,1
36966,342,1,2
36967,334,1,1
36968,347,2,1
36969,349,1,2
36972,330,17,1
36975,345,3,1
36976,175,4,2
36981,366,3,1
36982,350,1,1
36984,175,9,1
36987,357,1,2
36989,278,3,2
36990,265,4,2
36991,362,1,2
36994,366,2,1
36995,175,6,1
36997,358,9,1
36999,355,4,1
37000,355,4,1
37002,174,2,2
37004,331,22,2
37006,345,2,1
37007,175,4,2
37008,345,3,1
37009,174,2,1
37011,37,1,1
37014,351,2,1
37015,366,10,2
37016,370,3,1
37017,371,1,1
37020,364,1,1
37021,301,1,1
37025,362,1,2
37026,351,1,1
37028,370,5,1
37029,370,1,1
37030,301,1,1
37031,287,2,1
37033,363,1,1
37035,351,1,1
37038,174,4,1
37040,348,1,1
37043,363,2,1
37045,359,8,1
37046,359,3,1
37049,350,7,1
37051,370,2,1
37052,307,1,2
37053,365,1,1
37055,348,4,2
37057,357,1,1
37058,365,1,1
37064,364,5,1
37067,259,9,1
37068,370,1,1
37074,370,1,1
37075,299,3,1
37076,358,1,1
37078,349,1,2
37080,301,2,3
37090,260,6,1
37092,174,7,2
37101,274,6,1
37103,358,2,1
37104,175,4,2
37105,176,1,3
37106,176,1,1
37109,342,2,2
37112,370,1,1
37115,348,3,1
37118,355,4,1
37120,301,1,1
37123,351,2,1
37125,364,2,1
37126,364,2,1
37129,369,1,2
37131,327,17,1
37132,370,2,1
37134,301,1,3
37136,299,3,2
37138,349,1,1
37143,345,8,1
37144,371,3,1
37145,358,1,2
37146,349,1,1
37147,364,2,1
37149,278,2,1
37152,363,22,1
37160,350,2,1
37161,357,1,1
37164,364,1,3
37166,299,5,1
37168,327,5,1
37171,359,3,1
37173,370,4,1
37174,370,1,1
37179,331,6,2
37180,358,2,1
37181,366,6,1
37182,352,5,1
37184,365,3,1
37187,331,3,3
37189,176,1,1
37190,343,10,1
37192,345,2,1
37194,351,1,1
37197,370,2,1
37200,342,2,1
37201,364,1,1
37204,265,4,2
37205,176,5,2
37208,362,3,2
37210,336,11,2
37213,359,2,2
37214,370,1,1
37218,330,6,2
37219,370,3,1
37222,370,1,1
37223,370,1,2
37224,364,1,1
37225,327,3,1
37227,349,5,1
37231,370,1,1
37234,344,7,1
37237,173,24,2
37238,343,1,2
37239,364,1,1
37246,351,1,1
37247,174,1,1
37248,371,3,1
37249,327,23,1
37252,348,1,1
37254,369,2,1
37255,174,2,1
37256,300,1,1
37257,348,3,1
37262,370,1,1
37265,173,4,2
37267,369,4,1
37269,176,1,2
37271,349,1,1
37272,369,2,2
37274,370,3,1
37281,175,3,1
37283,176,2,1
37285,352,5,1
37286,295,6,1
37288,350,9,1
37293,300,1,1
37294,174,1,3
37297,50,2,1
37298,370,1,1
37300,364,2,1
37305,348,2,1
37309,299,2,1
37312,173,2,1
37318,349,3,1
37320,173,6,1
37321,357,3,3
37323,369,5,1
37327,359,2,2
37328,362,3,1
37332,355,1,1
37333,344,1,1
37339,369,2,1
37341,364,1,1
37342,300,1,1
37345,330,3,2
37347,362,2,1
37348,369,3,1
37352,174,1,2
37356,364,1,1
37358,300,1,1
37359,343,5,1
37361,174,4,1
37362,338,10,1
37366,296,11,1
37367,293,1,1
37368,364,1,2
37373,302,3,2
37374,344,1,2
37376,370,1,1
37377,278,4,1
37379,174,1,1
37380,357,2,1
37381,370,2,3
37386,370,1,1
37387,173,1,2
37388,363,4,2
37390,278,4,1
37393,370,2,1
37397,370,1,1
37398,173,2,2
37401,357,5,1
37403,345,3,1
37404,357,1,2
37405,343,1,2
37407,308,1,1
37408,355,2,1
37411,293,4,3
37412,348,3,2
37414,303,2,1
37415,351,1,1
37417,338,1,1
37419,363,2,2
37420,351,10,1
37424,310,11,1
37425,350,3,1
37429,341,4,1
37430,303,2,1
37431,264,5,1
37434,331,3,1
37436,350,6,1
37437,174,2,1
37438,364,1,2
37439,174,2,3
37441,292,1,1
37442,293,2,1
37443,370,2,2
37448,299,3,2
37449,13,6,3
37453,359,1,1
37454,278,3,1
37457,370,1,1
37460,363,2,2
37464,370,1,1
37465,268,2,2
37468,364,1,2
37472,364,2,1
37473,364,1,2
37475,363,4,1
37477,369,4,1
37478,299,3,1
37481,350,7,1
37483,343,2,1
37485,351,1,1
37492,335,1,2
37494,288,11,2
37495,257,6,2
37496,357,8,2
37499,176,2,1
37501,365,7,1
37502,370,1,1
37504,370,2,1
37510,173,4,2
37512,370,2,1
37514,370,3,2
37517,176,1,1
37523,343,4,1
37524,173,1,1
37525,344,1,2
37526,265,2,1
37528,344,1,1
37530,358,6,1
37531,371,3,1
37532,176,2,1
37541,360,3,1
37542,302,1,1
37546,267,4,1
37551,293,1,1
37558,366,6,1
37559,259,8,2
37561,358,1,2
37563,370,4,2
37564,365,11,1
37565,358,7,2
37566,287,13,2
37568,261,38,1
37569,365,1,1
37572,371,1,1
37575,344,1,3
37576,174,3,1
37577,309,1,1
37580,351,3,1
37586,174,12,2
37587,352,4,1
37589,329,1,1
37593,352,1,1
37595,297,7,2
37597,371,1,2
37598,371,1,1
37601,351,1,1
37604,352,4,2
37608,175,3,3
37611,332,8,1
37613,352,2,1
37615,287,13,1
37617,353,2,1
37618,370,2,1
37620,364,1,2
37622,343,2,1
37626,350,2,1
37627,175,1,1
37630,352,5,1
37631,304,2,1
37633,358,1,1
37636,346,2,2
37640,345,1,2
37643,365,7,1
37647,288,12,2
37648,330,2,2
37649,350,1,1
37654,177,1,2
37655,175,2,2
37657,370,1,1
37663,349,1,1
37664,359,1,2
37666,339,3,1
37668,174,3,1
37669,360,1,1
37670,352,1,2
37673,367,4,1
37676,36,3,1
37678,345,1,1
37679,280,2,2
37680,300,3,1
37684,175,1,1
37687,266,1,1
37688,300,1,1
37691,177,1,3
37692,344,1,1
37696,352,2,1
37698,352,2,1
37699,358,1,3
37700,370,1,1
37702,345,5,1
37704,352,1,1
37705,177,7,1
37706,367,2,2
37709,300,1,3
37710,364,1,1
37712,358,1,2
37713,371,3,1
37715,177,2,1
37717,365,1,1
37722,301,1,1
37726,370,2,1
37727,365,2,1
37728,370,1,1
37732,370,2,1
37733,332,1,1
37734,350,1,2
37738,370,2,1
37740,363,2,2
37741,367,1,1
37742,370,1,1
37743,364,2,1
37745,356,10,2
37746,360,3,2
37749,356,1,2
37752,14,1,1
37753,352,1,2
37756,177,2,1
37757,363,1,1
37760,276,2,1
37761,364,1,1
37762,350,1,2
37763,282,3,2
37765,364,1,1
37766,364,1,1
37767,346,1,1
37774,360,4,1
37775,345,2,2
37777,176,5,1
37780,364,1,1
37781,175,2,1
37786,360,1,2
37788,352,2,1
37792,370,8,2
37798,290,2,1
37799,296,3,1
37803,358,8,1
37804,370,1,1
37809,370,2,1
37810,336,2,1
37812,356,2,3
37813,345,3,2
37815,370,1,2
37817,365,1,1
37823,337,4,1
37824,330,10,2
37829,370,1,1
37830,287,4,1
37832,351,1,1
37833,360,1,1
37834,353,2,1
37835,175,6,2
37836,360,3,1
37838,358,2,1
37844,360,10,1
37845,367,4,1
37846,370,2,1
37848,303,3,2
37849,358,2,1
37850,352,1,2
37852,265,2,1
37854,370,2,1
37855,349,1,1
37858,346,1,1
37861,349,3,1
37865,322,3,3
37867,330,3,2
37872,364,1,1
37873,360,2,1
37877,346,2,1
37878,351,2,1
37880,345,2,1
37882,339,2,1
37884,370,1,1
37896,177,7,1
37899,352,1,1
37900,342,14,2
37903,352,3,1
37906,352,1,1
37908,370,2,1
37909,345,5,1
37911,356,1,2
37913,339,2,1
37914,287,2,1
37917,364,1,1
37920,346,2,3
37922,177,1,2
37928,373,1,2
37931,370,2,1
37932,287,10,2
37933,174,7,1
37937,178,1,1
37940,350,2,1
37942,358,2,1
37944,346,9,1
37946,331,3,2
37947,370,3,2
37952,353,1,1
37955,366,3,1
37957,344,1,2
37959,289,19,1
37961,350,1,2
37971,356,2,2
37974,360,2,1
37976,352,1,1
37977,350,4,1
37978,360,1,1
37979,332,21,1
37983,300,5,1
37987,371,2,1
37988,365,10,1
37990,174,3,1
37993,370,4,2
37994,174,7,2
37995,373,2,1
37997,349,7,1
38001,364,3,1
38002,370,2,1
38005,353,4,2
38007,346,4,1
38010,367,4,1
38011,349,2,1
38013,366,2,2
38014,364,4,1
38016,365,4,1
38018,374,3,1
38019,322,3,1
38023,363,2,1
38025,363,4,2
38034,175,7,1
38035,356,8,3
38036,296,11,2
38039,310,1,1
38043,297,1,2
38044,353,23,1
38045,352,2,1
38046,367,4,2
38050,366,1,1
38052,365,5,2
38057,365,7,1
38062,296,2,2
38064,344,7,2
38065,351,2,1
38068,365,1,1
38069,324,27,2
38070,259,17,1
38077,343,12,2
38079,371,8,1
38080,350,2,1
38081,372,1,2
38083,356,3,2
38085,175,2,1
38086,371,1,1
38087,356,2,1
38088,371,5,1
